// Sabine
// Database File
// 
// Item names are vitally important when using early clients, because
// items are identified by them, instead of using their ids. This file
// contains the names, or "string ids" of the items that were available
// in select early clients, so the server can send the correct strings.
// If you change the name of an item, be sure to also change it in the
// client. The names being the ids also causes issues in general, because
// the official item name table in the alpha client contains names that
// are too long and don't work. For this reason, this server requires a
// modified alpha client, because many items would otherwise crash the
// client, when it can't find the correct sprites. Check the docs folder
// for more information.
// 
// Values: id, name, alphaName, betaName, koreanName
// 
// alphaName:
//   The alpha names should be shorter than 16 characters, the maximum
//   length the client can handle, and they should use underscored spaces
//   for consistancy. Internally, the underscores are then removed, to
//   match our aforementioned custom data and to ensure the client doesn't
//   display the underscores.
// 
// betaName:
//   Beta item names must match the names in the client's itemnametable
//   and should use underscores instead of spaces, as the client does.
//   They are replaced with spaces automatically on the client side.
// 
// koreanName:
//   The korean name is important for item descriptions on the alpha
//   and beta clients, as it's needed for the client to find the image
//   displayed in the description window. It needs to match the strings
//   found in the client's item lists, or rather, the names of the sprite
//   and texture files, when read with a Korean encoding.
//---------------------------------------------------------------------------

[
// iRO Alpha (2001-08-30)
//---------------------------------------------------------------------------

// Healing
{ id: 501, name: "Red_Potion", alphaName: "Red_Potion", betaName: "Red_Potion", koreanName: "빨간물약" },
{ id: 965, name: "Clam_Shell", alphaName: "Clam_Shell", betaName: "Clam_Shell", koreanName: "조개껍질" },
{ id: 966, name: "Clam_Flesh", alphaName: "Flesh_Of_Clam", betaName: "Flesh_Of_Clam", koreanName: "조개살" },
{ id: 967, name: "Turtle_Shell", alphaName: "Turtle_Shell", betaName: "Turtle_Shell", koreanName: "거북이등껍질" },
{ id: 968, name: "Heroic_Emblem", alphaName: "Voucher_Of_Orcish_Hero", betaName: "Voucher_Of_Orcish_Hero", koreanName: "오크용자의증표" },
{ id: 969, name: "Gold", alphaName: "Gold", betaName: "Gold", koreanName: "황금" },
{ id: 970, name: "Alchol", alphaName: "Alchol", betaName: "Alchol", koreanName: "알코올" },
{ id: 971, name: "Detrimindexta", alphaName: "Detrimindexta", betaName: "Detrimindexta", koreanName: "디트리민" },
{ id: 972, name: "Karvodailnirol", alphaName: "Karvodailnirol", betaName: "Karvodailnirol", koreanName: "카르보딜" },
{ id: 973, name: "Counteragent", alphaName: "Counteragent", betaName: "Counteragent", koreanName: "중화제" },
{ id: 974, name: "Mixture", alphaName: "Mixture", betaName: "Mixture", koreanName: "혼합제" },
{ id: 975, name: "Scarlet_Dyestuffs", alphaName: "Red_Dye", betaName: "Red_Dye", koreanName: "빨간색염료" },
{ id: 976, name: "Lemon_Dyestuffs", alphaName: "Yellow_Dye", betaName: "Yellow_Dye", koreanName: "노란색염료" },
{ id: 978, name: "Cobaltblue_Dyestuffs", alphaName: "Blue_Dye", betaName: "Blue_Dye", koreanName: "파란색염료" },
{ id: 979, name: "Darkgreen_Dyestuffs", alphaName: "Green_Dye", betaName: "Green_Dye", koreanName: "초록색염료" },
{ id: 980, name: "Orange_Dyestuffs", alphaName: "Scarlet_Dye", betaName: "Scarlet_Dye", koreanName: "주홍색염료" },
{ id: 981, name: "Violet_Dyestuffs", alphaName: "Violet_Dye", betaName: "Violet_Dye", koreanName: "보라색염료" },
{ id: 982, name: "White_Dyestuffs", alphaName: "White_Dye", betaName: "White_Dye", koreanName: "하얀색염료" },
{ id: 983, name: "Black_Dyestuffs", alphaName: "Black_Dye", betaName: "Black_Dye", koreanName: "검은색염료" },
	
// Cards
{ id: 4001, name: "Poring_Card", alphaName: "Poring Card", betaName: "Poring_Card", koreanName: "포링카드" },
{ id: 4002, name: "Fabre_Card", alphaName: "Fabre_Card", betaName: "Fabre_Card", koreanName: "파브르카드" },
{ id: 4003, name: "Pupa_Card", alphaName: "Pupa_Card", betaName: "Pupa_Card", koreanName: "푸파카드" },
{ id: 4008, name: "Picky_Card", alphaName: "Picky_Card", betaName: "Picky_Card", koreanName: "픽키카드" },
{ id: 4009, name: "Chonchon_Card", alphaName: "Chonchon_Card", betaName: "Chonchon_Card", koreanName: "촌촌카드" },
{ id: 4010, name: "Willow_Card", alphaName: "Wilow_Card", betaName: "Wilow_Card", koreanName: "윌로우카드" },
{ id: 4014, name: "Roda_Frog_Card", alphaName: "Roda_Frog_Card", betaName: "Roda_Frog_Card", koreanName: "로다프로그" },
{ id: 4015, name: "Condor_Card", alphaName: "Condor_Card", betaName: "Condor_Card", koreanName: "콘도르카드" },
{ id: 4016, name: "Thief_Bug_Card", alphaName: "Thief_Bug_Card", betaName: "Thief_Bug_Card", koreanName: "도둑벌레카드" },
{ id: 4019, name: "Hornet_Card", alphaName: "Hornet_Card", betaName: "Hornet_Card", koreanName: "호넷카드" },
{ id: 4020, name: "Familiar_Card", alphaName: "Farmilar_Card", betaName: "Farmilar_Card", koreanName: "퍼밀리어카드" },
{ id: 4021, name: "Rocker_Card", alphaName: "Rocker_Card", betaName: "Rocker_Card", koreanName: "로커카드" },
{ id: 4022, name: "Spore_Card", alphaName: "Spore_Card", betaName: "Spore_Card", koreanName: "스포아카드" },
{ id: 4025, name: "Skeleton_Card", alphaName: "Skeleton_Card", betaName: "Skeleton_Card", koreanName: "스켈레톤카드" },
{ id: 4027, name: "Kukre_Card", alphaName: "Kukre_Card", betaName: "Kukre_Card", koreanName: "쿠크레카드" },
{ id: 4029, name: "Wolf_Card", alphaName: "Wolf_Card", betaName: "Wolf_Card", koreanName: "울프카드" },
{ id: 4030, name: "Mandragora_Card", alphaName: "Mandragora_Card", betaName: "Mandragora_Card", koreanName: "만드라고라카드" },
{ id: 4031, name: "Pecopeco_Card", alphaName: "PECOPECO_Card", betaName: "PECOPECO_Card", koreanName: "페코페코카드" },
{ id: 4033, name: "PoPoring_Card", alphaName: "Poporing_Card", betaName: "Poporing_Card", koreanName: "포포링카드" },
{ id: 4034, name: "Wormtail_Card", alphaName: "Worm_Tail_Card", betaName: "Worm_Tail_Card", koreanName: "웜테일카드" },
{ id: 4035, name: "Hydra_Card", alphaName: "Hydra_Card", betaName: "Hydra_Card", koreanName: "히드라카드" },
{ id: 4036, name: "Muka_Card", alphaName: "Muka_Card", betaName: "Muka_Card", koreanName: "무카카드" },
{ id: 4037, name: "Snake_Card", alphaName: "Snake_Card", betaName: "Snake_Card", koreanName: "스네이크카드" },
{ id: 4038, name: "Zombie_Card", alphaName: "Zomble_Card", betaName: "Zomble_Card", koreanName: "좀비카드" },
{ id: 4040, name: "Creamy_Card", alphaName: "Creamy_Card", betaName: "Creamy_Card", koreanName: "크리미카드" },
{ id: 4042, name: "Steel_Chonchon_Card", alphaName: "Steel_Chonchon_Card", betaName: "Steel_Chonchon_Card", koreanName: "스틸촌촌카드" },
{ id: 4044, name: "Smokie_Card", alphaName: "Smokie_Card", betaName: "Smokie_Card", koreanName: "스모키카드" },
{ id: 4048, name: "Poison_Spore_Card", alphaName: "Poison_Spore_Card", betaName: "Poison_Spore_Card", koreanName: "독버섯카드" },
{ id: 4049, name: "Vadon_Card", alphaName: "Vadon_Card", betaName: "Vadon_Card", koreanName: "바돈카드" },
{ id: 4051, name: "Yoyo_Card", alphaName: "YoYo_Card", betaName: "YoYo_Card", koreanName: "요요카드" },
{ id: 4052, name: "Elder_Willow_Card", alphaName: "Elder_Wilow_Card", betaName: "Elder_Wilow_Card", koreanName: "엘더윌로우카드" },
{ id: 4057, name: "Metaller_Card", alphaName: "Metaller_Card", betaName: "Metaller_Card", koreanName: "메틀러카드" },
{ id: 4058, name: "Thara_Frog_Card", alphaName: "Thara_Frog_Card", betaName: "Thara_Frog_Card", koreanName: "타라프로그카드" },
{ id: 4061, name: "Cornutus_Card", alphaName: "Cornutus_Card", betaName: "Cornutus_Card", koreanName: "커너투스카드" },
{ id: 4062, name: "Anacondaq_Card", alphaName: "Anacondaq_Card", betaName: "Anacondaq_Card", koreanName: "아나콘다크카드" },
{ id: 4065, name: "Kaho_Card", alphaName: "Kaho_Card", betaName: "Kaho_Card", koreanName: "카호카드" },
{ id: 4066, name: "Orc_Warrier_Card", alphaName: "Ork_Warrior_Card", betaName: "Ork_Warrior_Card", koreanName: "오크워리어카드" },
{ id: 4067, name: "Megalodon_Card", alphaName: "Megalodon_Card", betaName: "Megalodon_Card", koreanName: "메갈로돈카드" },
{ id: 4068, name: "Scorpion_Card", alphaName: "Scorpion_Card", betaName: "Scorpion_Card", koreanName: "스콜피온카드" },
{ id: 4072, name: "Golem_Card", alphaName: "Golem_Card", betaName: "Golem_Card", koreanName: "고렘카드" },
{ id: 4073, name: "Pirate_Skel_Card", alphaName: "Pirate_Skel_Card", betaName: "Pirate_Skel_Card", koreanName: "해적카드" },
{ id: 4074, name: "Bigfoot_Card", alphaName: "Bigfoot_Card", betaName: "Bigfoot_Card", koreanName: "빅풋카드" },
{ id: 4086, name: "Soldier_Skeleton_Card", alphaName: "Soldier_Skeleton_Card", betaName: "Soldier_Skeleton_Card", koreanName: "솔져스켈톤카드" },
{ id: 4089, name: "Swordfish_Card", alphaName: "Sword_Fish_Card", betaName: "Sword_Fish_Card", koreanName: "소드피쉬카드" },
{ id: 4090, name: "Munak_Card", alphaName: "Munak_Card", betaName: "Munak_Card", koreanName: "무낙카드" },
{ id: 4093, name: "Obeaune_Card", alphaName: "Obeaune_Card", betaName: "Obeaune_Card", koreanName: "오본느카드" },
{ id: 4094, name: "Archer_Skeleton_Card", alphaName: "Archer_Skeleton_Card", betaName: "Archer_Skeleton_Card", koreanName: "아쳐스켈톤카드" },
{ id: 4105, name: "Marc_Card", alphaName: "Marc_Card", betaName: "Marc_Card", koreanName: "마르크카드" },
{ id: 4106, name: "Mummy_Card", alphaName: "Mummy_Card", betaName: "Mummy_Card", koreanName: "미이라카드" },
{ id: 4107, name: "Verit_Card", alphaName: "Verit_Card", betaName: "Verit_Card", koreanName: "베릿트카드" },
{ id: 4110, name: "Ghoul_Card", alphaName: "Ghoul_Card", betaName: "Ghoul_Card", koreanName: "구울카드" },
{ id: 4111, name: "Strouf_Card", alphaName: "Strouf_Card", betaName: "Strouf_Card", koreanName: "스트라우프카드" },
{ id: 4115, name: "Hunter_Fly_Card", alphaName: "Hunter_Fly_Card", betaName: "Hunter_Fly_Card", koreanName: "헌터플라이카드" },
{ id: 4116, name: "Isis_Card", alphaName: "Isis_Card", betaName: "Isis_Card", koreanName: "이시스카드" },
{ id: 4117, name: "Sidewinder_Card", alphaName: "Side_Winder_Card", betaName: "Side_Winder_Card", koreanName: "쌍두뱀카드" },
{ id: 4127, name: "Nightmare_Card", alphaName: "Nightmare_Card", betaName: "Nightmare_Card", koreanName: "나이트메어카드" },
{ id: 4128, name: "Golden_Thiefbug_Card", alphaName: "Golden_Bug_Card", betaName: "Golden_Bug_Card", koreanName: "황금벌레카드" },
{ id: 4132, name: "Mistress_Card", alphaName: "Mistress_Card", betaName: "Mistress_Card", koreanName: "미스트레스카드" },
{ id: 4142, name: "Doppelganger_Card", alphaName: "Doppelganger_Card", betaName: "Doppelganger_Card", koreanName: "도플갱어카드" },
{ id: 4143, name: "Orc_Hero_Card", alphaName: "Ork_Hero_Card", betaName: "Ork_Hero_Card", koreanName: "오크히어로카드" },
{ id: 4144, name: "Osiris_Card", alphaName: "Osiris_Card", betaName: "Osiris_Card", koreanName: "오시리스카드" },
{ id: 4147, name: "Baphomet_Card", alphaName: "Baphomet_Card", betaName: "Baphomet_Card", koreanName: "바포메트카드" },
]
